rat	human
297592	84727
100911548	84727
297436	84303
65146	23547
361493	23547
361493	23547
308350	23547
683463	23547
690948	23547
100912499	23547
690955	23547
100912456	23547
306283	653145
313255	25861
294712	64105
307124	8536
171503	8536
25730	4909
117523	8128
108348106	84964
292780	84964
63849	4317
100910997	4317
300339	4317
300338	4317
116590	5594
50689	5594
305264	10720
266685	10720
501907	10720
286989	10720
286954	10720
303306	63826
305264	7364
266685	7364
501907	7364
286989	7364
286954	7364
317464	10943
309790	10943
102547271	10943
315093	84232
683850	80329
292450	80329
25350	6441
191576	253017
364134	253017
499018	253017
317324	4107
302845	4107
293832	4107
317297	4107
302645	4107
689858	4107
307203	4107
302638	4107
689210	25803
29530	269
296072	161742
308449	147746
259167	116969
100366237	5203
294568	8936
25156	10451
295378	10451
317324	4109
302845	4109
293832	4109
317297	4109
302645	4109
689858	4109
307203	4109
302638	4109
306862	7020
306285	102724488
288617	8460
289664	9079
303173	100131827
296211	253959
296211	253959
56785	253959
25333	4256
81725	4593
690407	9609
100360417	23623
315712	80125
170851	5604
58960	5604
314711	121599
287475	51003
89817	25970
60427	4254
500870	27085
292683	8189
81515	4067
498486	64841
501181	80303
501181	80303
298609	80303
298609	80303
296621	254295
170926	57105
308069	10723
499510	84654
286905	66002
56266	66002
266689	66002
500801	66002
100912471	66002
691320	66002
286904	66002
503122	66002
290623	66002
308417	5819
305506	3692
307997	259217
85253	5340
290046	649330
100911576	649330
287005	94032
59314	94032
309457	84108
293181	64409
288611	64409
304571	64409
361749	90865
361824	400916
103694872	400916
309361	1147
29403	433
306238	285331
353306	727905
365217	84518
79223	2710
300744	84993
84607	8835
312490	400961
100911798	81929
362650	54751
85420	5588
361554	26065
85253	4018
306376	63898
293437	120065
293392	120065
293402	120065
293399	120065
103690410	120065
293382	120065
293398	120065
293435	120065
293439	120065
293431	120065
293389	120065
405923	120065
499237	120065
499238	120065
293394	120065
405924	120065
293400	120065
405363	120065
404988	120065
404986	120065
404989	120065
405291	120065
293429	120065
24784	6553
192215	6553
290409	10562
116725	7334
29667	6430
298410	51727
89830	5727
89830	5727
304988	149628
304987	149628
102556096	149628
293789	390190
405928	390190
405026	390190
405393	390190
687088	390190
686967	390190
405027	390190
687092	390190
293793	390190
405025	390190
293781	390190
245953	140738
362401	79188
498128	199675
24784	6550
192215	6550
364855	5458
171355	5458
685840	282616
100911249	282616
294809	81792
294809	81792
406166	80864
100910669	29992
108348155	29992
304382	29992
304382	29992
681341	29992
685181	29992
681182	29992
100910045	29992
100910801	29992
360777	29992
680910	29992
685157	29992
501828	29992
681069	29992
100910497	29992
681266	29992
102554231	29992
304271	6049
295672	51661
24610	4956
286905	4051
56266	4051
266689	4051
500801	4051
100912471	4051
691320	4051
286904	4051
503122	4051
290623	4051
501181	79180
298609	79180
56814	9187
25104	5091
287840	283991
362412	56852
81916	10158
64304	35
295106	57560
315959	55167
117539	3587
295061	116441
24421	221357
494499	221357
108348061	221357
501110	221357
24422	221357
500571	57576
117029	1234
117029	1234
299186	8110
313449	65109
290775	137492
300447	51295
317589	51765
113959	27202
445269	27202
497902	27089
312574	26018
298039	138799
287167	3039
100361053	3039
498607	100271849
404821	219432
404839	219432
404835	219432
296757	222236
498335	10563
25428	1581
24421	2939
494499	2939
108348061	2939
501110	2939
24422	2939
313729	54206
25502	4946
362255	128434
362781	84439
317051	84439
117281	5518
679693	9968
290280	64328
360887	56997
405331	135948
405141	135948
405140	135948
288512	392617
100910536	392617
290046	101060301
100911576	101060301
309649	401258
302697	1964
317163	1964
292622	29998
295863	219428
405948	219428
404832	219428
295858	219428
313504	2298
171299	2298
252886	2298
29203	2298
362474	137872
287316	343563
103690286	343563
405056	343563
287309	343563
295076	57552
100910567	57552
57300	57552
294930	57552
298977	11179
309656	23070
499282	54777
300455	168667
26760	8574
171445	8574
313825	55187
171091	81030
681300	51523
291670	51523
685840	282618
100911249	282618
305342	55728
305342	55728
293181	26290
288611	26290
304571	26290
297962	135295
64306	6155
298096	114987
102549785	338809
366957	5881
366957	5881
363875	5881
688319	5881
83718	25932
291078	8899
252942	4626
266712	9810
313504	2297
171299	2297
252886	2297
29203	2297
288620	908
289270	200150
313219	7743
363284	140739
314814	89795
309513	5507
310090	54514
310090	54514
681908	161394
353227	7704
29252	3004
316533	79586
365627	153364
500707	123036
114632	9255
266760	259232
363286	26146
315761	8483
84360	1182
316290	79627
309650	57699
365398	116085
310693	922
294854	1767
294854	1767
207117	1767
361990	26097
500378	26097
294321	54020
315461	11018
361063	9583
295270	10262
81676	3176
287624	84643
317676	7462
308445	29785
365410	5007
294276	6046
294276	6046
108348112	6046
108348112	6046
307237	84552
117098	5161
29554	5161
366859	83468
305427	133060
308335	11338
296627	140459
246253	9370
301062	9941
291981	10204
367146	256356
286905	57834
56266	57834
266689	57834
500801	57834
100912471	57834
691320	57834
286904	57834
503122	57834
290623	57834
24938	2925
301067	54977
309036	81691
308441	56915
24336	2057
26760	246181
171445	246181
302946	84662
102556253	100129278
25416	1808
25418	1808
303902	84925
684830	130502
362648	7984
140898	7984
293150	10809
294503	4838
682360	84734
293181	374378
288611	374378
304571	374378
100911320	163051
362339	64764
680060	85293
363678	85293
680071	85293
500686	56936
287316	127074
103690286	127074
405056	127074
287309	127074
89827	10212
114612	10212
291948	10857
25621	975
683506	128876
362782	10858
56781	4632
365668	23517
103692087	100130705
293789	441608
405928	441608
405026	441608
405393	441608
687088	441608
686967	441608
405027	441608
687092	441608
293793	441608
405025	441608
293781	441608
360581	6871
25416	1809
25418	1809
154985	1592
300656	23650
310097	112574
362216	64949
367699	347454
494342	8703
299103	54813
362668	3104
302982	197342
304758	905
29456	4131
367912	441509
24421	2938
494499	2938
108348061	2938
501110	2938
24422	2938
290046	343069
100911576	343069
685840	282617
100911249	282617
294307	222658
287479	23729
170841	4595
362746	55172
298549	56181
29432	5062
100910732	5062
161475	5715
103694906	5715
366017	23404
311720	140701
310917	388646
100911495	388646
685116	388646
685067	388646
305139	388646
25713	3695
64513	5074
100910104	165904
315798	55609
302812	55609
362325	29969
29481	8787
89826	6121
54225	338
317425	23133
299557	23133
499719	285555
499719	285555
681375	29991
286933	29991
681385	29991
680754	29991
108348196	29991
500668	729665
29744	10500
353306	389730
364064	5831
287877	5831
309544	282996
362648	128272
140898	128272
286971	170384
100036765	80212
362514	158427
291022	138639
25403	831
25403	831
367391	8685
287596	55181
365881	148741
116553	3596
113959	728
445269	728
63912	116496
291854	222487
83842	54677
26760	22977
171445	22977
59117	27161
690116	353299
309098	10844
314903	23380
360840	23380
24500	3581
362783	2009
500973	219855
29199	3077
299356	161176
291077	404220
310324	54165
688913	54165
103694000	54165
365159	80207
313340	55667
365592	57107
100363455	65243
294318	114781
316406	205327
361881	79413
314329	64207
116700	1081
170580	26291
366515	49856
309804	23097
498140	23097
362361	3181
117042	6128
24585	4634
291755	1828
64525	6921
313520	25974
313504	286380
171299	286380
252886	286380
29203	286380
300149	29781
25202	2983
246097	355
117098	5160
29554	5160
292188	154214
364901	29906
170851	5605
58960	5605
59326	10411
83620	11113
298841	51374
291571	6949
310806	8556
313861	27436
171403	219938
25616	6013
289457	57563
289236	391123
103690326	81501
299889	81501
297332	55258
25023	5578
24680	5578
498517	23351
498517	23351
54283	5210
100911725	5210
84428	51164
291085	5269
364705	5269
304601	11176
304469	353116
83511	6530
307905	9100
64532	111
83781	3958
362648	112268381
140898	112268381
103692126	3204
497985	3204
500126	3204
100911622	3204
100911867	10908
246246	10908
360753	10908
316088	131377
65032	3363
103694905	3363
25261	3397
290408	10910
685879	221895
689197	22944
297725	51768
360654	64446
289055	2165
500572	23252
499413	11077
102555079	353497
312656	220972
312656	220972
309510	22849
308428	56269
353306	645961
140587	6660
114103	3568
308473	55095
266809	132320
266809	132320
293507	1731
64307	6152
304176	285237
100362724	285237
308911	23378
365877	3013
64646	3013
680615	3013
499675	3013
690131	3013
103690190	3013
100910554	3013
289318	9725
293038	9640
365877	92815
64646	92815
680615	92815
499675	92815
690131	92815
103690190	92815
100910554	92815
307949	80003
296565	286257
500446	23349
58946	6091
58946	6091
85268	11255
287366	201164
58964	10201
108348108	3304
24472	3304
24963	3304
362766	8846
266717	3857
116599	644
108348108	3305
24472	3305
24963	3305
287571	8148
103694865	8148
289084	81563
29669	5683
360426	8398
307855	79152
289380	29937
361972	201799
24332	63036
312382	9429
366951	85508
366229	85508
365877	8335
64646	8335
680615	8335
499675	8335
690131	8335
103690190	8335
100910554	8335
305987	1794
360509	1794
309081	1794
500036	5506
499748	727800
288447	10208
108348108	3303
24472	3303
24963	3303
306991	27072
289504	55153
306942	10590
406194	3133
24973	3133
414792	3133
414792	3133
499402	3133
414790	3133
368153	3133
294228	3133
414783	3133
24974	3133
24747	3133
108348140	3133
293368	120775
293373	120775
100911839	120775
293379	120775
307102	54522
295251	90780
100360180	5226
305081	947
25622	5781
100361125	285877
502128	285877
29754	516
365877	3012
64646	3012
680615	3012
499675	3012
690131	3012
103690190	3012
100910554	3012
691981	374768
365877	723790
64646	723790
680615	723790
499675	723790
690131	723790
103690190	723790
100910554	723790
25386	359
25480	359
313436	170261
679126	170261
64702	51127
64702	51127
406194	3135
24973	3135
414792	3135
414792	3135
499402	3135
414790	3135
368153	3135
294228	3135
414783	3135
24974	3135
24747	3135
108348140	3135
499470	84071
25509	5080
613221	1670
286995	1670
613225	1670
286958	1670
312952	54928
103689950	54928
406194	3106
24973	3106
414792	3106
414792	3106
499402	3106
414790	3106
368153	3106
294228	3106
414783	3106
24974	3106
24747	3106
108348140	3106
59302	9210
289923	401992
25527	5740
315211	9889
303024	55294
100360914	55294
290686	55319
294456	221294
156873	60598
64348	1413
81722	177
81920	7322
641452	7322
303024	23291
100360914	23291
301513	9125
361789	79969
83533	9131
294007	23082
312701	9332
406194	3105
406194	3105
406194	3105
24973	3105
24973	3105
24973	3105
414792	3105
414792	3105
414792	3105
414792	3105
414792	3105
414792	3105
499402	3105
499402	3105
499402	3105
414790	3105
414790	3105
414790	3105
368153	3105
368153	3105
368153	3105
294228	3105
294228	3105
294228	3105
414783	3105
414783	3105
414783	3105
24974	3105
24974	3105
24974	3105
24747	3105
24747	3105
24747	3105
108348140	3105
108348140	3105
108348140	3105
65024	55584
103689999	51097
305021	51097
25278	1339
498089	151636
498089	151636
116457	9479
296179	55612
503228	389124
503227	389124
24559	4342
100361125	94026
502128	94026
689593	3300
408202	145447
295224	79590
66018	80310
307393	79628
306966	7738
81518	4209
140675	2557
315500	80820
308717	340146
292710	23474
685814	10330
307235	79863
100361133	26292
406194	3134
24973	3134
414792	3134
414792	3134
499402	3134
414790	3134
368153	3134
294228	3134
414783	3134
24974	3134
24747	3134
108348140	3134
300211	51303
406194	3107
24973	3107
414792	3107
414792	3107
499402	3107
414790	3107
368153	3107
294228	3107
414783	3107
24974	3107
24747	3107
108348140	3107
81763	6125
306055	27253
25485	4642
289785	4642
365877	85235
64646	85235
680615	85235
499675	85235
690131	85235
103690190	85235
100910554	85235
171577	4072
301442	7341
117261	6564
100909893	148109
689048	148109
103690025	55159
296562	56654
50654	1520
313490	51754
500818	5992
365877	8969
64646	8969
680615	8969
499675	8969
690131	8969
103690190	8969
100910554	8969
365877	8334
64646	8334
680615	8334
499675	8334
690131	8334
103690190	8334
100910554	8334
362793	122616
361886	11174
361886	11174
361886	11174
361886	11174
314655	11174
314655	11174
366277	51728
363153	10777
363153	10777
362508	26206
100362547	8906
102554034	255520
688581	255520
246297	93649
308381	374920
362122	254956
498791	114131
296190	79133
367074	56649
364906	54460
689432	54460
306628	1284
286970	23461
59103	9536
286922	3995
81920	7323
641452	7323
314245	7597
362624	57190
58819	7296
58819	7296
305987	80005
360509	80005
309081	80005
360554	26001
293186	10894
689618	128602
266758	90701
305816	80821
362824	126321
361269	54906
25485	64005
289785	64005
80977	57586
498545	8848
304721	23042
108348184	23042
362715	1838
307548	1838
362573	23334
503228	132141
503227	132141
499281	80313
25166	834
287925	5318
116650	6729
85426	60482
171459	2813
296956	7328
170700	2251
24660	5376
406165	10554
365277	140460
365299	646
365299	646
310801	148867
161476	3316
499709	54433
502412	29113
310811	54873
24448	3269
500137	63974
103694864	79148
103694864	79148
303384	79148
303384	79148
25542	6348
117034	256297
83576	6272
302400	1046
286899	3281
308015	22802
362053	22802
295678	91404
364948	57168
290811	80185
499443	96626
252881	11336
404875	219469
295786	219469
366102	219469
404877	219469
295781	219469
366100	219469
295776	219469
404878	219469
641629	245938
24536	3953
309888	6492
294270	3125
24981	3125
287598	348235
680020	26167
291653	26167
25133	26167
291655	26167
291649	26167
291648	26167
499443	3987
360962	10460
306306	54462
306306	54462
305198	56978
303351	55288
684112	23387
362978	79174
100365779	100289635
100909512	100289635
89776	10864
259237	139818
313438	139818
287847	146713
63882	55515
294795	133690
295248	51043
288908	54862
293650	10312
113907	388228
103690016	388228
498999	57491
361137	201931
108348067	57124
293669	57124
100911932	57124
300520	23584
294270	3126
24981	3126
293573	118856
288165	57092
311338	26015
293456	91949
303537	201181
100911776	220388
293107	220388
362840	91300
500576	79363
294270	3123
24981	3123
303469	1748
288979	165257
499588	26996
108348044	9610
207119	9610
65200	23539
362862	7184
298034	57864
304512	9904
499443	100288695
499443	100288695
300079	6122
293057	123720
100909498	728276
364835	84826
84497	8694
296161	22888
293779	10249
312705	715
294562	5462
84402	6425
309377	6425
308692	10023
679110	10023
103691373	10023
315170	84271
312965	137886
100912958	26692
291361	26692
298591	84966
689972	143689
313969	157638
296981	50617
117019	8890
499462	91749
499463	91749
309809	91749
309810	91749
337920	91749
360900	80342
50566	26585
286930	22839
683077	64219
301378	196541
102546758	25818
289424	9213
299261	64112
302711	6907
64459	10747
303245	26168
684683	219487
295741	219487
81650	1460
299566	126410
252834	392255
574523	54579
396527	54579
24861	54579
396551	54579
85428	23433
291675	51237
307553	8715
362240	8715
170670	3030
100158223	136051
299203	97
311726	55251
89821	7220
690294	92691
24592	4763
311911	23637
311911	23637
304914	23637
317237	139596
308864	9873
315158	23264
192249	10938
293692	10938
140588	2737
294394	222545
83497	100506658
296119	56986
293424	26496
293421	26496
100912408	26496
293425	26496
100912217	26496
405384	26496
29563	1381
25061	1381
65129	9076
369017	3854
295365	57463
304056	49854
294048	118788
314393	9321
306798	728118
100362324	54505
315423	9702
316578	151473
292907	10856
363677	125111
366909	65012
316213	10817
304285	25851
688174	93210
690352	339804
304410	729438
292654	54958
499991	79689
307924	92822
79111	10998
315139	10454
309139	219931
295449	54848
170847	3772
362084	55684
307553	140688
362240	140688
306798	728130
314374	1112
315136	23466
24582	4627
25745	4627
100911597	4627
315764	80301
303201	389856
302566	389856
25098	3169
361295	6760
24783	6549
24783	6549
25693	6570
299188	53349
117538	7456
307486	56121
363627	643904
313262	5069
680415	5069
319107	134860
288858	121130
311911	9910
311911	9910
304914	9910
688518	140886
100360390	644672
360457	2277
291885	4174
689515	645104
287513	26189
287514	26189
310553	7097
25425	1512
362550	4919
361107	93973
291618	57528
364148	57528
65168	10066
25749	1184
307067	22982
498112	55689
499211	81544
305349	57728
303369	3980
29158	10516
362587	23499
290655	9244
25675	3156
29231	9391
103693936	23022
100360205	23022
103690317	54934
300206	54934
363915	92293
304458	92293
288750	92293
405180	390883
292419	2359
690158	2359
690198	2359
292409	2359
287750	474170
303556	474170
501661	8263
298392	881
362045	8649
287750	9884
303556	9884
306725	389763
498693	389763
502113	389763
25542	6349
311535	83541
499337	85440
313388	85440
373541	6880
304966	2214
317356	56136
291796	9097
498269	149297
499776	149297
83589	320
64017	2028
303496	30009
81733	4745
81734	4745
298941	3912
259170	22794
306798	283008
60333	10232
499966	7516
292419	2358
690158	2358
690198	2358
292409	2358
287554	79736
100909438	8388
404977	8388
404970	8388
108352221	8388
287487	8388
404976	8388
287496	8388
404971	8388
287501	8388
100909493	8388
687896	8388
363639	8388
404975	8388
287481	8388
287506	8388
287489	8388
287489	8388
680358	8388
287484	8388
404969	8388
287480	8388
108348032	8388
287502	8388
404968	8388
100909534	8388
363640	8388
303296	8388
687881	8388
404972	8388
687893	8388
366376	23732
282838	2760
287531	83547
85333	291
363915	114795
363915	114795
304458	114795
304458	114795
288750	114795
288750	114795
100362785	348094
363784	201633
498257	148753
362132	26122
81729	4736
301299	4736
304490	51434
65156	1723
103694871	29802
365550	29802
114104	56624
286931	440279
108348205	440279
313262	60676
680415	60676
171439	28969
363232	28969
306352	93436
501661	474384
361384	3337
315996	6405
315996	6405
309527	9023
311718	140685
81766	6141
315320	3890
102554622	83699
306798	729262
292007	9785
25450	2560
24922	2560
25451	2560
303606	57003
498453	6917
362479	6917
29575	6917
24875	7433
108348078	10730
114217	10730
314221	4990
293281	390064
301701	10403
314996	340359
29745	10505
691375	647174
287643	8405
313525	79654
681190	23630
25392	93974
312710	50813
310588	7062
574531	3904
306347	8178
305302	65997
245962	962
26192	4519
171374	506
81636	108
84420	108
680867	645426
306798	54754
685398	9858
309891	151011
309126	3842
304670	3842
102555534	157680
315036	157680
500982	390259
304966	2215
306798	441457
25129	1961
290639	23149
289402	83479
641640	245936
360521	80230
306165	160897
362224	57325
360600	9043
171151	89874
140666	10231
58817	10484
362226	10484
366170	25963
300442	126075
245981	6138
498143	6138
306243	93589
306243	93589
312668	93589
315348	3071
364430	26747
363606	343171
501285	55702
303190	91647
366352	79817
315191	2192
310533	51735
303141	51735
303141	51735
305164	23001
81636	113
84420	113
304201	115704
100360066	115704
100360066	115704
63881	2889
365872	51107
501162	55686
689253	65065
497915	1819
308067	65980
293589	196743
363584	283742
499866	283742
307481	5097
684270	79763
361501	79763
260326	9289
81726	4597
289992	10979
307483	1729
29757	535
290963	84909
310533	9693
303141	9693
303141	9693
155812	114088
307938	114088
100294508	79932
361190	10869
311137	79750
305691	79750
29407	80835
29407	80835
103690147	3781
54262	3781
287845	8632
367832	7544
363915	121256
304458	121256
288750	121256
500501	79886
404875	390152
295786	390152
366102	390152
404877	390152
295781	390152
366100	390152
295776	390152
404878	390152
316976	254013
24792	189
292126	3026
83612	140679
29424	3064
362425	7580
81733	4753
81734	4753
363334	55620
171393	9746
309212	11251
690284	388960
499135	388960
690114	388960
291840	55238
300677	267020
299607	10025
315973	84129
367832	7543
360471	7874
360471	7874
106146145	8938
192177	8938
686310	2050
367515	285423
292681	4857
298992	4857
297522	6396
296306	51614
289001	80122
85419	1130
307429	1657
363462	54960
685055	545
689257	283383
499337	81704
313388	81704
64624	8065
308015	1179
362053	1179
246776	27145
314721	56899
246331	8829
363644	51031
291356	56243
291356	56243
291356	56243
291356	56243
313085	734
353231	6687
103693838	818
171140	818
29517	6446
297065	8427
246172	91624
312688	373856
690262	23429
317498	5475
309186	83706
302964	146439
290989	347732
289720	768239
304542	84274
290350	4017
295500	23173
316014	23218
309295	8517
296603	7410
25122	6337
362850	51129
308965	63928
317431	158787
295228	54865
361503	54869
100365679	160518
499209	283219
312303	155061
103691013	222950
103690980	222950
304376	222950
24678	5570
316051	64343
58852	10062
287918	124512
361319	11005
100911797	11005
100910851	11005
108348103	11005
360790	105375355
361760	51076
362857	90488
305479	10291
100912350	22847
292816	22847
117273	387
295342	387
299691	1408
170917	1408
680344	23359
315722	83440
170920	8491
25696	7436
25325	3586
56725	9419
361842	56681
103693024	148156
293223	119678
293228	119678
24216	495
361452	84946
300980	1849
303491	3211
502531	83939
252898	8309
688292	79092
114501	4010
361228	84830
292486	84830
295310	90874
102550892	90874
681352	25875
297077	55365
293493	83723
102555476	387707
294054	387707
680133	11138
305227	23157
691335	23157
24666	5494
366124	340351
500076	340351
362461	9847
361576	7288
366588	78989
300837	123169
303100	11282
314633	8943
83580	7056
24877	7447
29740	1632
287302	29093
497991	5469
25327	3748
117101	3748
170821	25814
501619	51309
108348137	51309
29503	6582
24904	6582
287721	10493
362809	10728
293377	120776
405921	120776
292687	54814
360893	9015
114906	5569
315769	9325
363265	1285
363265	1285
100911572	1285
100911572	1285
692032	440145
293725	1937
259229	5496
81818	7431
293812	219956
24161	52
364688	221711
289095	23057
289095	23057
308468	9149
295384	55170
108348173	55170
365336	390084
293336	390084
83807	8531
308457	112398
619549	403313
685545	84331
117254	7001
29338	7001
103694397	353323
24618	5068
171162	5068
24620	5068
291206	64983
312477	1796
25275	1267
291312	221044
362760	57452
361506	114823
361506	114823
365842	1196
368002	9031
405306	391195
405047	391195
405046	391195
405305	391195
287343	391195
25513	5295
65199	30818
365548	754
114591	10072
680252	1762
64550	7150
499179	7150
498987	114801
83828	2958
304791	25778
170922	3611
313867	10128
302373	84636
29578	3178
313678	7799
313678	7799
316275	85315
297498	51185
311430	57506
688333	374308
690483	284369
100362567	284369
310256	79782
290556	26354
192204	30844
100360508	6231
303862	6231
27139	6231
100361854	6231
100361756	6231
24481	3456
286912	54474
362623	378807
314949	5885
364208	25927
293050	11057
300124	10343
691069	10343
116655	4670
25526	5730
305858	5015
100911492	5015
300822	374618
302027	284383
276720	3770
315564	64221
295725	390174
404892	390174
295729	390174
29427	199
362107	199
361565	51231
306548	84376
362513	6461
678741	23211
100362109	79640
100363280	400831
103694397	386683
245959	5250
363931	8225
100912590	8225
360824	9671
296272	6939
500032	80731
289007	80731
84352	1278
103689932	1278
287525	114826
292810	55094
25287	33
362498	23195
29422	1145
259272	4440
360596	4440
29692	5320
64203	587
499980	57639
301240	51069
307126	55388
309357	84548
304731	84548
301252	3320
299331	3320
103692716	3320
690826	56128
297408	7840
297408	7840
114499	3068
308977	50615
361402	54496
501664	60343
361729	220002
29427	83543
362107	83543
314639	23217
298399	57704
81673	2959
303564	84336
298182	7306
679082	84986
365336	120796
293336	120796
25689	3361
691447	90673
404781	440073
300019	2765
362675	7161
24538	3990
291437	3990
682829	222642
79107	53905
266807	53905
300518	54538
100911068	54538
498166	79690
25644	654
294250	7916
100365744	388341
691777	388341
29600	493
24269	1357
408212	1357
308834	57558
314537	340273
25432	1815
295241	4580
312488	525
309400	23670
315696	257364
362801	150946
192183	5818
100362678	80314
363206	28978
305835	57161
305549	57161
266674	284541
50549	284541
24306	284541
298423	284541
361801	6257
366124	79841
500076	79841
362724	26751
362912	79139
298848	22924
290905	1282
360866	57147
81826	6574
300341	9313
309357	79134
304731	79134
362556	7268
680944	27316
307779	27316
302855	27316
500972	3703
24953	2642
361064	203069
362757	51109
171052	4322
295305	51205
304318	23288
100359498	6165
103690996	6165
108349682	6165
57809	6165
297910	115111
360511	79646
60662	2250
83928	26998
316426	26010
316426	26010
316426	26010
316426	26010
293210	119695
293218	119695
291434	100526842
366004	643596
690073	51594
102550385	57128
311257	55226
498431	129852
303185	201163
100912235	375449
103690045	375449
305940	26278
502317	333
315639	57646
691149	829
29701	11280
314319	283571
300054	8928
294269	3122
362778	51527
315463	90580
498289	23596
58845	3476
500032	221981
289007	221981
116561	1212
266674	1579
50549	1579
24306	1579
298423	1579
302442	347541
503444	347541
682831	347541
302435	347541
64391	23604
300799	23604
298506	4610
313713	54897
315658	85463
24538	9388
291437	9388
108348091	2623
25172	2623
498392	54360
114862	8912
27150	23416
27150	23416
304294	54476
314381	55051
303241	1107
361228	51390
292486	51390
500531	339541
305455	7469
287776	201134
679640	54875
365699	133686
361613	51400
299691	1407
170917	1407
311578	140710
290947	4552
64539	4731
171085	54760
54284	5308
362281	8480
688885	25926
361655	7073
312510	7073
498013	2081
314618	23526
140607	79837
308511	64377
364834	5433
81005	23467
683163	944
306490	55613
116569	3938
65138	11047
29629	2893
282826	60528
367782	170082
365962	204962
365962	204962
361180	79774
290501	84899
29381	91
29381	91
312651	55764
81742	5137
81742	5137
81529	5137
294288	51596
502617	51596
688698	1160
688698	1160
305227	55752
691335	55752
293586	118472
64013	5082
690155	5082
304103	10215
103693024	79230
310781	127002
25177	2273
307545	55250
364301	390443
308472	6829
366508	5293
291091	1992
360551	255877
29676	5691
680178	49861
25062	2820
114520	29966
304322	55501
304573	5426
366455	4352
314614	79948
100360508	100996747
303862	100996747
27139	100996747
100361854	100996747
100361756	100996747
306490	9108
501121	653275
688297	5148
114248	5148
24855	7249
300862	134728
29202	285220
290757	3818
25048	3818
24694	5741
296311	140894
290757	2160
25048	2160
312503	10322
313427	23358
300989	51409
313131	8732
116668	23040
296730	155051
108348096	10325
117043	10325
117043	10325
100362640	6191
690845	6191
367167	10293
405996	81050
405999	81050
406000	81050
405998	81050
304026	81050
363761	81050
405997	81050
288198	81050
288371	57192
362956	11078
310849	166929
499972	136371
314405	78990
641521	64101
310659	5993
100362640	6192
690845	6192
312516	64396
311655	27304
84024	5445
296851	5445
299008	80224
299008	80224
100363171	83740
302783	83740
25372	156
25238	156
294790	6502
295929	4607
304851	81627
289635	768211
155205	153201
246235	153201
24890	2099
302977	146310
690282	1527
102551117	1527
171458	253430
114212	11200
361153	25854
363081	57722
192210	134218
94340	51703
81634	87
63836	87
502510	153657
365367	930
498284	55600
685607	5202
289400	23271
501584	139285
306804	3376
103690033	3376
25342	5021
307016	94134
296488	29789
81634	81
63836	81
81767	6143
288353	8545
307585	91768
65037	10461
65037	10461
404833	219431
171060	3598
361774	57700
362106	8939
690586	91369
304135	11096
24312	1719
362136	92196
301381	93081
501624	56271
680308	10797
687560	100506581
690303	55110
298385	55110
100362640	140032
690845	140032
298851	54978
309177	741
685579	6240
360576	286753
298213	3445
298210	3445
298205	3445
100912356	3445
690894	3445
499322	63901
691074	63901
303218	9953
303218	9953
363618	9953
363618	9953
84024	5444
296851	5444
29884	666
252939	9283
301372	11250
294072	159371
54271	7177
29268	7177
300637	219873
289733	50487
363126	27031
287706	55175
310552	6423
492821	5366
311254	8050
292583	729974
363991	647219
59318	257194
29561	257194
116597	257194
116597	257194
361517	7408
497198	55364
311326	27079
100911166	27079
300723	123688
499836	143678
689721	285498
363241	1933
689588	51686
305035	90806
293374	121364
299587	23581
315344	23583
24335	2056
29265	1215
100360872	1215
25627	1215
103689997	5133
301626	5133
81666	2776
81662	2776
309242	2776
309242	2776
361597	2242
297799	29088
24231	717
171547	83716
54133	9124
64029	85438
259224	283869
296084	54617
288498	26100
362812	283375
307401	5145
292583	10738
171062	4818
314264	145226
444983	81575
60325	5055
501233	80759
689101	80759
689090	80759
294390	221302
56768	27445
108350654	27445
287930	8940
682042	402135
116697	8106
498284	142683
302993	6662
140586	6662
499754	84960
313866	130271
292485	2519
308384	10055
298867	114818
29216	4036
499566	377677
361977	81875
114109	1482
309389	1482
685079	90196
498356	152573
103690168	3421
25179	3421
100125384	3421
306128	1203
314397	79890
286900	55829
304484	160762
308576	11284
501046	8419
79146	57596
24947	2556
363171	131616
362502	51271
79217	2700
500111	65999
294925	64778
681418	4716
113894	8878
108348118	4012
171105	4012
680045	646498
60394	116448
24818	6950
308937	7465
310662	79005
308742	55784
309928	55784
361412	170692
292729	6626
501233	100129128
689101	100129128
689090	100129128
312846	11228
312828	55500
81644	611
64301	6607
361212	22838
291929	26658
299588	26658
288516	8662
301382	2073
685567	285755
292722	284339
689639	91646
29602	5738
501199	642987
84551	23428
294279	1302
100911886	1302
304317	155185
313478	200014
308742	79772
308742	79772
309928	79772
309928	79772
298213	3439
298210	3439
298205	3439
100912356	3439
690894	3439
361432	1013
297388	388962
307305	93166
501106	221393
290644	10437
680844	79865
500836	50616
100362279	100128327
680668	27010
290533	7871
497975	9326
54241	8218
686189	26256
59303	55161
84575	3992
296634	8021
296634	8021
362945	441381
117259	6434
103691034	5178
89842	8720
296541	27179
308415	2068
316101	8994
361187	140458
315088	286075
103692939	286075
266715	7976
81727	4598
363872	221785
499943	128497
360768	51622
305719	55079
364976	256126
367056	80071
80773	80777
303158	23367
303158	23367
117284	57554
83685	827
171495	827
304546	9815
57029	8749
57021	8749
498654	8749
499210	55331
500069	95681
363676	124626
306000	51312
288937	5271
288029	55341
299933	79075
313566	6018
313566	6018
257646	122786
102555457	63916
362271	63916
24391	1442
