rat	mouse
405933	258685
689907	66729
84357	58194
65146	18729
361493	18729
361493	18729
308350	18729
683463	18729
690948	18729
100912499	18729
690955	18729
100912456	18729
365619	77041
310519	386750
689786	631584
688109	66766
297436	66098
290796	67887
100359838	215919
378774	70325
689060	435864
502213	435864
103690072	435864
689072	435864
679691	435864
100911147	435864
689670	435864
308797	80982
293632	320802
685758	333424
360947	66768
171438	72832
300030	14787
314432	22202
103694556	22202
25225	22202
103694557	22202
307797	234695
308918	19024
497794	17837
24153	17837
252922	17837
100911545	17837
297568	17837
303666	140497
287813	140497
501736	140497
498022	140497
501745	140497
363925	17906
501831	17906
311880	66691
362505	100039939
306365	670593
292058	272551
287454	11684
296499	13392
494233	113864
494262	113864
494273	113864
494276	113864
494243	113864
494235	113864
494314	113864
494240	113864
494249	113864
494239	113864
494271	113864
494255	113864
494263	113864
108348088	113864
494233	171200
494262	171200
494273	171200
494276	171200
494243	171200
494235	171200
494314	171200
494240	171200
494249	171200
494239	171200
494271	171200
494255	171200
494263	171200
108348088	171200
294011	94279
100910912	94279
311024	16574
65146	18722
361493	18722
361493	18722
308350	18722
683463	18722
690948	18722
100912499	18722
690955	18722
100912456	18722
289625	83379
81869	14865
499689	14865
296708	241327
494233	171201
494262	171201
494273	171201
494276	171201
494243	171201
494235	171201
494314	171201
494240	171201
494249	171201
494239	171201
494271	171201
494255	171201
494263	171201
108348088	171201
494233	626828
494262	626828
494273	626828
494276	626828
494243	626828
494235	626828
494314	626828
494240	626828
494249	626828
494239	626828
494271	626828
494255	626828
494263	626828
108348088	626828
170923	74012
114560	74012
287530	192159
404814	258468
404813	258468
405239	258468
404817	258468
405954	258468
404816	258468
366113	258468
295900	258468
295910	258468
404815	258468
404818	258468
295907	258468
405953	258468
116590	26417
50689	26417
313770	74761
100912302	20664
306365	626415
81503	20310
114105	20310
679937	71712
100360238	280667
56777	280667
298884	209334
494233	171189
494262	171189
494273	171189
494276	171189
494243	171189
494235	171189
494314	171189
494240	171189
494249	171189
494239	171189
494271	171189
494255	171189
494263	171189
108348088	171189
689210	30051
689210	30051
288828	258670
304633	258670
100910887	258670
81822	11461
100361457	11461
287876	11461
684969	11461
303377	237887
303378	237887
301155	240119
362676	66469
294515	56484
25379	11737
316580	434484
100911733	434484
295744	258572
296612	68975
500694	74316
362235	433485
79120	11843
79117	11843
494233	113860
494262	113860
494273	113860
494276	113860
494243	113860
494235	113860
494314	113860
494240	113860
494249	113860
494239	113860
494271	113860
494255	113860
494263	113860
108348088	113860
66016	58802
687827	14841
362789	68520
24785	110895
406021	258744
405106	258744
300524	258744
405107	258744
415062	114654
405071	18366
293268	18366
65046	232910
315218	105847
60451	218066
290970	56092
681200	664805
315405	100737
360928	100737
317324	74279
302845	74279
293832	74279
317297	74279
302645	74279
689858	74279
307203	74279
302638	74279
100912032	78294
362302	74610
25291	11745
297885	67106
308557	210094
309611	27762
288124	58998
290868	97541
100911132	97541
499094	22719
103692066	209086
298795	55948
313017	55948
114590	56085
317396	56085
360712	17450
296474	229003
362686	12607
313917	106861
291793	106861
689656	69885
314850	327826
689060	672125
502213	672125
103690072	672125
689072	672125
679691	672125
100911147	672125
689670	672125
295284	60365
312812	13860
64019	94212
25523	19092
313429	230577
292098	209966
689108	73333
24188	26358
25288	14081
365212	266815
292671	266815
29181	320873
29163	320873
301887	320873
25409	320873
679068	66399
29183	11839
303173	22698
314168	217648
312451	21415
405181	258598
363275	26987
308318	232855
361898	77318
361898	77318
29391	22127
60451	258536
684327	209378
24648	20700
291849	79233
405222	258710
289143	64659
24188	11668
287392	71062
282587	30785
497794	11287
24153	11287
252922	11287
100911545	11287
297568	11287
80900	28248
170698	28248
50572	28248
84608	28248
311692	71532
691162	69364
287349	258530
287347	258530
405044	258530
363608	258530
291978	66369
117551	20299
289159	71449
691678	69195
114209	16922
295744	258571
295875	258900
360678	192662
299338	74190
64361	19114
315949	74125
682033	19054
362287	228993
288006	239766
83500	19879
361574	20637
316384	20324
245958	67126
494233	171195
494262	171195
494273	171195
494276	171195
494243	171195
494235	171195
494314	171195
494240	171195
494249	171195
494239	171195
494271	171195
494255	171195
494263	171195
108348088	171195
498830	68046
500247	72103
24852	326618
306582	52123
365528	195359
365528	195359
362161	19400
494233	171206
494262	171206
494273	171206
494276	171206
494243	171206
494235	171206
494314	171206
494240	171206
494249	171206
494239	171206
494271	171206
494255	171206
494263	171206
108348088	171206
113983	18740
290006	258486
405328	258486
497959	216974
361100	21974
171516	83702
191574	83702
307092	83702
291283	83702
100362173	73934
503435	73934
503435	73934
680190	73934
680370	73934
100361422	73934
680489	73934
498434	237716
171521	433247
307926	73420
171386	69534
286998	67492
291960	26386
295713	258427
295712	258427
295711	258427
80900	28250
170698	28250
50572	28250
84608	28250
689060	623734
502213	623734
103690072	623734
689072	623734
679691	623734
100911147	623734
689670	623734
503269	19329
309014	71910
680466	71910
404871	404328
311173	404328
405249	404328
295801	404328
691138	319552
362866	212862
362866	212862
63849	83996
100910997	83996
300339	83996
300338	83996
294322	18771
84683	84682
363022	244721
29666	19175
100360846	19175
360707	69457
293180	100504195
498390	100515
414784	15042
414788	15042
65136	20116
313255	73750
494233	171184
494262	171184
494273	171184
494276	171184
494243	171184
494235	171184
494314	171184
494240	171184
494249	171184
494239	171184
494271	171184
494255	171184
494263	171184
108348088	171184
404814	258786
404813	258786
405239	258786
404817	258786
405954	258786
404816	258786
366113	258786
295900	258786
295910	258786
404815	258786
404818	258786
295907	258786
405953	258786
361925	56456
288563	56456
171516	116852
191574	116852
307092	116852
291283	116852
364788	75423
117050	75423
29389	21953
313865	240174
298699	235036
690297	110816
313057	230779
305419	67073
171516	105349
191574	105349
307092	105349
291283	105349
114097	17001
64521	70747
313575	56198
293065	233424
309550	237339
300807	19883
300807	19883
306365	100861668
24553	17295
689060	211223
502213	211223
103690072	211223
689072	211223
679691	211223
100911147	211223
689670	211223
688912	66242
314855	70574
691075	107732
171147	239606
405085	258046
100910010	258046
405082	258046
300603	258046
100911127	258046
100910467	258046
100910599	258046
315572	258046
300599	258046
100911064	258046
100911015	258046
100910041	258046
367064	258046
100909862	258046
100910256	258046
100910445	258046
103693054	258046
100910335	258046
100910439	258046
286913	258046
367065	258046
311839	26569
308508	50995
245965	66043
315668	270160
308392	97387
64639	12015
503018	74682
108350226	258812
300584	258812
100910111	258812
108350228	258812
108350227	258812
100909989	258812
114491	56222
64015	13992
170843	13992
682930	12292
24409	14811
310178	17909
310178	17909
313220	209186
29725	209186
64824	17936
303470	217127
306862	21418
315164	66570
302399	75064
499934	69161
25582	11604
296409	320664
404814	259145
404813	259145
405239	259145
404817	259145
405954	259145
404816	259145
366113	259145
295900	259145
295910	259145
404815	259145
404818	259145
295907	259145
405953	259145
266792	432731
170929	12047
305408	70693
102556129	67082
497914	192191
362172	80985
686999	68533
641652	619548
245918	68567
298541	67422
313842	72692
406021	258882
405106	258882
300524	258882
405107	258882
404929	258150
100912534	245841
498109	245841
306664	271127
317324	17142
302845	17142
293832	17142
317297	17142
302645	17142
689858	17142
307203	17142
302638	17142
25469	16492
296864	547176
170630	14167
170630	14167
84488	14167
63851	14167
494233	113862
494262	113862
494273	113862
494276	113862
494243	113862
494235	113862
494314	113862
494240	113862
494249	113862
494239	113862
494271	113862
494255	113862
494263	113862
108348088	113862
192211	192212
24807	21336
361839	216033
500598	21936
684527	382056
287986	208643
304000	72058
303830	70573
361474	320495
312728	109246
29581	15559
365038	320825
60627	105504
246314	208263
286926	21789
103690131	66745
293894	66745
291624	107045
307893	209239
293232	258135
405012	258135
405013	258135
59296	56629
308954	67983
288617	22021
252858	232288
406866	70274
362393	71914
305633	71914
29156	12336
679870	12336
100912380	12336
292267	73419
100364550	239932
24408	14810
680747	66448
405303	258697
499461	327743
65154	327743
690032	57773
500981	80902
498407	19291
299204	217718
619577	56736
25634	14377
404871	258347
311173	258347
405249	258347
295801	258347
29547	26557
29174	26898
287990	209018
287990	209018
500335	381816
361091	320011
171129	320011
100909526	216177
690419	216177
305268	231380
305149	74167
100912282	67488
246047	67488
501588	83558
29577	15205
494233	113859
494262	113859
494273	113859
494276	113859
494243	113859
494235	113859
494314	113859
494240	113859
494249	113859
494239	113859
494271	113859
494255	113859
494263	113859
108348088	113859
25298	12424
171373	57138
171373	57138
117520	170719
117520	170719
498995	170719
688681	100044509
502618	74854
301544	23874
116683	13640
305854	50524
306285	319508
404901	257904
404896	257904
405258	257904
100910049	257904
100909894	257904
404898	257904
100910009	257904
404895	257904
404899	257904
65146	100041146
361493	100041146
361493	100041146
308350	100041146
683463	100041146
690948	100041146
100912499	100041146
690955	100041146
100912456	100041146
155192	67470
296320	66642
362081	30839
405004	259102
405910	259102
405085	100503486
100910010	100503486
405082	100503486
300603	100503486
100911127	100503486
100910467	100503486
100910599	100503486
315572	100503486
300599	100503486
100911064	100503486
100911015	100503486
100910041	100503486
367064	100503486
100909862	100503486
100910256	100503486
100910445	100503486
103693054	100503486
100910335	100503486
100910439	100503486
286913	100503486
367065	100503486
500909	76457
64205	11837
81503	14825
114105	14825
103694892	20944
171027	20944
297516	211232
100366231	574438
100911002	574438
494233	171186
494262	171186
494273	171186
494276	171186
494243	171186
494235	171186
494314	171186
494240	171186
494249	171186
494239	171186
494271	171186
494255	171186
494263	171186
108348088	171186
499017	83672
171120	108829
310315	51938
84031	69993
361894	75597
314642	56371
685271	69317
108349258	69317
308449	233020
405085	258741
100910010	258741
405082	258741
300603	258741
100911127	258741
100910467	258741
100910599	258741
315572	258741
300599	258741
100911064	258741
100911015	258741
100910041	258741
367064	258741
100909862	258741
100910256	258741
100910445	258741
103693054	258741
100910335	258741
100910439	258741
286913	258741
367065	258741
294979	21744
294979	21744
304289	231871
679783	333048
313519	77110
81823	23991
688845	58206
314320	217716
304666	16596
405165	258519
100911547	258519
405167	258519
405341	258519
405168	258519
405340	258519
300425	258519
25539	20215
314718	67019
315664	68304
24508	16362
246046	68421
102553890	546024
102551565	546024
500555	619605
502886	60611
117049	100972
315554	67049
688308	208634
315120	105844
63849	17394
100910997	17394
300339	17394
300338	17394
314352	20338
294065	240595
305828	67296
293803	258691
405932	258691
293794	258691
405931	258691
405933	258691
29385	12765
295713	258426
295712	258426
295711	258426
303244	24070
405951	258974
683470	14451
289276	11566
103690053	70901
498767	70901
404901	258609
404896	258609
405258	258609
100910049	258609
100909894	258609
404898	258609
100910009	258609
404895	258609
404899	258609
293451	628779
108349781	628779
499191	83485
293189	233578
293188	233578
405074	258364
300626	258364
300630	258364
300632	258364
311167	68678
25730	78405
501996	140806
81503	330122
114105	330122
360739	19385
114590	54609
317396	54609
405085	257959
100910010	257959
405082	257959
300603	257959
100911127	257959
100910467	257959
100910599	257959
315572	257959
300599	257959
100911064	257959
100911015	257959
100910041	257959
367064	257959
100909862	257959
100910256	257959
100910445	257959
103693054	257959
100910335	257959
100910439	257959
286913	257959
367065	257959
501869	545378
100910879	545378
361442	244668
79247	15564
691610	228491
170630	14169
170630	14169
84488	14169
63851	14169
502367	66162
295647	227960
613267	72090
690217	67708
294079	69104
295713	258425
295712	258425
295711	258425
303377	327978
303377	327978
303378	327978
303378	327978
499744	215257
500312	435916
60418	56209
691408	381835
100361664	100502921
500561	230787
100362173	74987
503435	74987
503435	74987
680190	74987
680370	74987
100361422	74987
680489	74987
313245	64424
297392	21766
494233	113863
494262	113863
494273	113863
494276	113863
494243	113863
494235	113863
494314	113863
494240	113863
494249	113863
494239	113863
494271	113863
494255	113863
494263	113863
108348088	113863
497794	232345
24153	232345
252922	232345
100911545	232345
297568	232345
500112	243374
404814	258784
404813	258784
405239	258784
404817	258784
405954	258784
404816	258784
366113	258784
295900	258784
295910	258784
404815	258784
404818	258784
295907	258784
405953	258784
691538	67225
502479	215951
689695	230025
311361	241627
298377	69893
308873	11870
64028	53424
501031	77049
309060	77938
494233	434016
494262	434016
494273	434016
494276	434016
494243	434016
494235	434016
494314	434016
494240	434016
494249	434016
494239	434016
494271	434016
494255	434016
494263	434016
108348088	434016
305457	56384
689060	627569
502213	627569
103690072	627569
689072	627569
679691	627569
100911147	627569
689670	627569
301221	56738
300880	382090
24599	18126
497963	18126
298682	108888
314553	19210
50554	17128
682812	68970
84018	20975
360503	66978
691431	70556
501039	70556
364991	70556
405085	258431
100910010	258431
405082	258431
300603	258431
100911127	258431
100910467	258431
100910599	258431
315572	258431
300599	258431
100911064	258431
100911015	258431
100910041	258431
367064	258431
100909862	258431
100910256	258431
100910445	258431
103693054	258431
100910335	258431
100910439	258431
286913	258431
367065	258431
25712	15978
360550	78246
171347	11720
25331	11720
296300	228807
317617	245596
300289	27494
100362764	67848
500573	77056
687553	14241
365280	66522
290648	66522
312787	14760
83469	228357
302666	68854
25747	19013
100125374	100113398
25333	17313
500545	52276
191576	243078
364134	243078
499018	243078
317324	75352
302845	75352
293832	75352
317297	75352
302645	75352
689858	75352
307203	75352
302638	75352
24566	15235
25289	11512
117026	225372
290876	66501
305475	74309
315093	68877
314265	211978
58971	56188
308708	67009
308708	67009
363481	70315
405085	258323
100910010	258323
405082	258323
300603	258323
100911127	258323
100910467	258323
100910599	258323
315572	258323
300599	258323
100911064	258323
100911015	258323
100910041	258323
367064	258323
100909862	258323
100910256	258323
100910445	258323
103693054	258323
100910335	258323
100910439	258323
286913	258323
367065	258323
497798	109593
317324	17144
302845	17144
293832	17144
317297	17144
302645	17144
689858	17144
307203	17144
302638	17144
24648	20704
360520	76795
81725	18198
293497	233877
314190	271005
500595	68859
296049	68032
362083	381353
501642	209005
293614	101489
365215	71997
291802	382019
54398	54397
246298	67442
83618	19712
171516	105387
191574	105387
307092	105387
291283	105387
81746	225467
293803	258629
405932	258629
293794	258629
405931	258629
405933	258629
305452	231128
117039	209318
296211	56784
296211	56784
56785	56784
29419	18222
499940	73603
405085	18343
100910010	18343
405082	18343
300603	18343
100911127	18343
100910467	18343
100910599	18343
315572	18343
300599	18343
100911064	18343
100911015	18343
100910041	18343
367064	18343
100909862	18343
100910256	18343
100910445	18343
103693054	18343
100910335	18343
100910439	18343
286913	18343
367065	18343
362472	211660
54314	22018
100363116	67290
293059	67290
299759	74978
292067	76014
81748	102866
365243	27414
306748	57266
308577	70300
313644	110351
366608	238130
65146	18733
361493	18733
361493	18733
308350	18733
683463	18733
690948	18733
100912499	18733
690955	18733
100912456	18733
680036	320183
140722	268932
306281	19256
79248	11305
246272	76025
296968	74354
685158	75784
287106	30943
498024	70382
100362554	432940
305178	50926
405085	257912
100910010	257912
405082	257912
300603	257912
100911127	257912
100910467	257912
100910599	257912
315572	257912
300599	257912
100911064	257912
100911015	257912
100910041	257912
367064	257912
100909862	257912
100910256	257912
100910445	257912
103693054	257912
100910335	257912
100910439	257912
286913	257912
367065	257912
404797	258397
366151	258397
405233	258397
58980	55961
297720	320662
317324	236852
302845	236852
293832	236852
317297	236852
302645	236852
689858	236852
307203	236852
302638	236852
363616	71520
311171	241528
300446	319601
363453	54646
289287	107173
689984	107173
313027	14050
287734	217218
312166	320405
116676	19378
295701	66958
83574	20183
83574	20183
360977	21379
100366231	627081
100911002	627081
246186	234199
689030	237336
117523	20450
405085	258499
100910010	258499
405082	258499
300603	258499
100911127	258499
100910467	258499
100910599	258499
315572	258499
300599	258499
100911064	258499
100911015	258499
100910041	258499
367064	258499
100909862	258499
100910256	258499
100910445	258499
103693054	258499
100910335	258499
100910439	258499
286913	258499
367065	258499
311855	227707
314432	22201
103694556	22201
25225	22201
103694557	22201
81761	108657
684035	108657
404901	257905
404896	257905
405258	257905
100910049	257905
100909894	257905
404898	257905
100910009	257905
404895	257905
404899	257905
405085	258328
100910010	258328
405082	258328
300603	258328
100911127	258328
100910467	258328
100910599	258328
315572	258328
300599	258328
100911064	258328
100911015	258328
100910041	258328
367064	258328
100909862	258328
100910256	258328
100910445	258328
103693054	258328
100910335	258328
100910439	258328
286913	258328
367065	258328
305288	381644
317590	74437
317593	74437
686081	26878
306540	76615
497906	52570
24379	14415
303539	14534
360602	67684
288106	212153
361607	233545
58857	30960
500789	209047
301432	70225
300673	80288
113970	50791
360674	268515
313914	71752
691970	71395
60451	258067
316207	320148
367216	320148
680920	320148
50563	14613
29156	69543
679870	69543
100912380	69543
24648	20702
100911486	230971
65049	230971
500079	20899
24421	14857
494499	14857
108348061	14857
501110	14857
24422	14857
103692019	258873
405091	258873
300577	258873
300566	258873
405090	258873
100912580	258873
100911939	258873
405089	258873
405976	258873
103692041	258873
100912371	258873
405315	258873
100912388	258873
405396	258873
300557	258873
405314	258873
108350519	258873
103692018	258873
300565	258873
100912543	258873
100912488	258873
300567	258873
300576	258873
405977	258873
103692042	258873
100912507	258873
300568	258873
100912186	258873
405095	258873
300573	258873
102552923	258873
100912432	258873
405092	258873
100909736	258873
100909501	258873
362648	213649
140898	213649
494265	113845
494310	113845
102547820	113845
286892	113845
494295	113845
286956	113845
314683	216198
60430	17210
301515	57751
364855	18997
171355	18997
315287	78541
102554774	545047
108349347	545047
102549465	545047
108350933	545047
102547212	545047
102546376	545047
103692302	545047
108352875	545047
494293	81015
494284	81015
100312751	81015
494272	81015
362514	272027
25698	11898
102552378	625464
102556781	625464
289329	625464
313504	17301
171299	17301
252886	17301
29203	17301
56821	258943
296678	258943
171403	75469
301067	208638
170580	56636
288917	66590
293437	258042
293392	258042
293402	258042
293399	258042
103690410	258042
293382	258042
293398	258042
293435	258042
293439	258042
293431	258042
293389	258042
405923	258042
499237	258042
499238	258042
293394	258042
405924	258042
293400	258042
405363	258042
404988	258042
404986	258042
404989	258042
405291	258042
293429	258042
81916	67182
294783	545085
305264	243085
266685	243085
501907	243085
286989	243085
286954	243085
317425	320595
299557	320595
497902	22272
494265	113852
494310	113852
102547820	113852
286892	113852
494295	113852
286956	113852
404821	258768
404839	258768
404835	258768
291659	24010
302982	193838
304131	224419
297758	21749
494293	100043101
494284	100043101
100312751	100043101
494272	100043101
304988	236312
304987	236312
102556096	236312
353306	78124
296004	258388
404802	258388
293789	258684
405928	258684
405026	258684
405393	258684
687088	258684
686967	258684
405027	258684
687092	258684
293793	258684
405025	258684
293781	258684
363261	68393
494293	622032
494284	622032
100312751	622032
494272	622032
315663	320051
315663	320051
287005	66259
59314	66259
408202	100504285
288831	258546
288811	258546
288854	258546
366804	258546
366810	258546
404948	258546
288878	258546
103693533	258546
288887	258546
288835	258546
288891	258546
302044	258546
103690036	258546
404904	258546
288851	258546
288810	258546
288831	258545
288811	258545
288854	258545
366804	258545
366810	258545
404948	258545
288878	258545
103693533	258545
288887	258545
288835	258545
288891	258545
302044	258545
103690036	258545
404904	258545
288851	258545
288810	258545
500727	71963
103690326	75766
299889	75766
295106	68259
306152	75409
25261	15901
497041	75453
679727	75453
305466	215476
290652	14232
103692019	258797
405091	258797
300577	258797
300566	258797
405090	258797
100912580	258797
100911939	258797
405089	258797
405976	258797
103692041	258797
100912371	258797
405315	258797
100912388	258797
405396	258797
300557	258797
405314	258797
108350519	258797
103692018	258797
300565	258797
100912543	258797
100912488	258797
300567	258797
300576	258797
405977	258797
103692042	258797
100912507	258797
300568	258797
100912186	258797
405095	258797
300573	258797
102552923	258797
100912432	258797
405092	258797
100909736	258797
100909501	258797
286905	64385
56266	64385
266689	64385
500801	64385
100912471	64385
691320	64385
286904	64385
503122	64385
290623	64385
303205	109342
304988	381308
304987	381308
102556096	381308
366793	258863
689523	72568
25007	21337
494293	404285
494284	404285
100312751	404285
494272	404285
83781	16854
406194	630294
24973	630294
414792	630294
414792	630294
499402	630294
414790	630294
368153	630294
294228	630294
414783	630294
24974	630294
24747	630294
108348140	630294
24782	20544
288831	258548
288811	258548
288854	258548
366804	258548
366810	258548
404948	258548
288878	258548
103693533	258548
288887	258548
288835	258548
288891	258548
302044	258548
103690036	258548
404904	258548
288851	258548
288810	258548
85420	18761
298841	381629
308118	56533
85253	18815
296004	258379
404802	258379
24781	20536
293437	258730
293392	258730
293402	258730
293399	258730
103690410	258730
293382	258730
293398	258730
293435	258730
293439	258730
293431	258730
293389	258730
405923	258730
499237	258730
499238	258730
293394	258730
405924	258730
293400	258730
405363	258730
404988	258730
404986	258730
404989	258730
405291	258730
293429	258730
290325	100503545
293437	258727
293392	258727
293402	258727
293399	258727
103690410	258727
293382	258727
293398	258727
293435	258727
293439	258727
293431	258727
293389	258727
405923	258727
499237	258727
499238	258727
293394	258727
405924	258727
293400	258727
405363	258727
404988	258727
404986	258727
404989	258727
405291	258727
293429	258727
26759	70025
24421	100042314
494499	100042314
108348061	100042314
501110	100042314
24422	100042314
305963	72400
362325	16543
404876	228228
295765	228228
404879	228228
295772	228228
295771	228228
295768	228228
300455	73230
494319	493809
315074	69462
297748	57339
287316	100502887
103690286	100502887
405056	100502887
287309	100502887
362412	58186
365972	64918
500870	105837
501679	114662
287136	114662
685321	114662
100036765	215707
301513	58184
405357	258969
295892	258969
116700	12640
24421	14859
494499	14859
108348061	14859
501110	14859
24422	14859
499270	330657
366203	66580
365217	72383
100909441	22144
300218	22144
64158	22144
500363	22144
500319	22144
500929	22144
290775	52348
494293	667215
494284	667215
100312751	667215
494272	667215
288740	66383
117280	51810
103692019	258780
405091	258780
300577	258780
300566	258780
405090	258780
100912580	258780
100911939	258780
405089	258780
405976	258780
103692041	258780
100912371	258780
405315	258780
100912388	258780
405396	258780
300557	258780
405314	258780
108350519	258780
103692018	258780
300565	258780
100912543	258780
100912488	258780
300567	258780
300576	258780
405977	258780
103692042	258780
100912507	258780
300568	258780
100912186	258780
405095	258780
300573	258780
102552923	258780
100912432	258780
405092	258780
100909736	258780
100909501	258780
306238	320234
100909441	22146
300218	22146
64158	22146
500363	22146
500319	22146
500929	22146
312896	277328
406194	15015
24973	15015
414792	15015
414792	15015
499402	15015
414790	15015
368153	15015
294228	15015
414783	15015
24974	15015
24747	15015
108348140	15015
500450	22004
293437	258728
293392	258728
293402	258728
293399	258728
103690410	258728
293382	258728
293398	258728
293435	258728
293439	258728
293431	258728
293389	258728
405923	258728
499237	258728
499238	258728
293394	258728
405924	258728
293400	258728
405363	258728
404988	258728
404986	258728
404989	258728
405291	258728
293429	258728
494265	113857
494310	113857
102547820	113857
286892	113857
494295	113857
286956	113857
500668	73936
292622	243842
89830	19206
83624	228005
295076	639634
100910567	639634
57300	639634
294930	639634
64458	20284
288659	330192
498335	55985
57341	57342
57341	57342
65185	20888
100910235	20888
314814	260315
64306	19942
295076	67758
100910567	67758
57300	67758
294930	67758
295692	69482
405034	258682
293773	258682
292324	258682
405927	258682
103692019	258778
405091	258778
300577	258778
300566	258778
405090	258778
100912580	258778
100911939	258778
405089	258778
405976	258778
103692041	258778
100912371	258778
405315	258778
100912388	258778
405396	258778
300557	258778
405314	258778
108350519	258778
103692018	258778
300565	258778
100912543	258778
100912488	258778
300567	258778
300576	258778
405977	258778
103692042	258778
100912507	258778
300568	258778
100912186	258778
405095	258778
300573	258778
102552923	258778
100912432	258778
405092	258778
100909736	258778
100909501	258778
24701	110078
25739	110078
303165	319475
405034	258117
293773	258117
292324	258117
405927	258117
310152	22293
406194	15006
24973	15006
414792	15006
414792	15006
499402	15006
414790	15006
368153	15006
294228	15006
414783	15006
24974	15006
24747	15006
108348140	15006
293437	258491
293392	258491
293402	258491
293399	258491
103690410	258491
293382	258491
293398	258491
293435	258491
293439	258491
293431	258491
293389	258491
405923	258491
499237	258491
499238	258491
293394	258491
405924	258491
293400	258491
405363	258491
404988	258491
404986	258491
404989	258491
405291	258491
293429	258491
293149	52443
287596	74133
295748	404323
404890	404323
366515	59002
317676	56743
494293	209824
494284	209824
100312751	209824
494272	209824
291077	66761
500707	74413
494265	113849
494310	113849
102547820	113849
286892	113849
494295	113849
286956	113849
100912605	258638
295834	258638
100365887	258638
315959	77853
83842	74114
313264	69807
100909441	22147
300218	22147
64158	22147
500363	22147
500319	22147
500929	22147
103692126	15415
497985	15415
500126	15415
100911622	15415
29481	19739
25502	18245
309376	319740
494293	670764
494284	670764
100312751	670764
494272	670764
404876	258362
295765	258362
404879	258362
295772	258362
295771	258362
295768	258362
288831	258773
288811	258773
288854	258773
366804	258773
366810	258773
404948	258773
288878	258773
103693533	258773
288887	258773
288835	258773
288891	258773
302044	258773
103690036	258773
404904	258773
288851	258773
288810	258773
680060	66708
363678	66708
680071	66708
362573	230676
289264	23893
314336	72935
684830	75516
362987	68708
83519	56535
360887	67426
362017	72023
102554034	244548
688581	244548
299285	94040
287316	258879
103690286	258879
405056	258879
287309	258879
317589	70415
294276	14312
108348112	14312
686323	22051
108348106	233065
292780	233065
689711	73121
103690110	330463
353255	78914
293181	233733
288611	233733
304571	233733
171449	69036
298096	71354
498819	268527
500633	268527
108348051	54151
289084	69399
494265	113847
494310	113847
102547820	113847
286892	113847
494295	113847
286956	113847
494293	667599
494284	667599
100312751	667599
494272	667599
29667	20384
310917	229900
100911495	229900
685116	229900
685067	229900
305139	229900
362713	28042
287316	258198
103690286	258198
405056	258198
287309	258198
287557	75622
288831	258791
288811	258791
288854	258791
366804	258791
366810	258791
404948	258791
288878	258791
103693533	258791
288887	258791
288835	258791
288891	258791
302044	258791
103690036	258791
404904	258791
288851	258791
288810	258791
313170	109242
405357	258973
295892	258973
246145	23980
29542	23980
494293	384696
494284	384696
100312751	384696
494272	384696
293437	258490
293392	258490
293402	258490
293399	258490
103690410	258490
293382	258490
293398	258490
293435	258490
293439	258490
293431	258490
293389	258490
405923	258490
499237	258490
499238	258490
293394	258490
405924	258490
293400	258490
405363	258490
404988	258490
404986	258490
404989	258490
405291	258490
293429	258490
498352	79455
25386	17339
25480	17339
83718	29876
296621	227696
309650	240058
54305	20606
312675	101358
367699	245381
103690018	70231
113961	70231
288512	207393
100910536	207393
100911104	110454
503162	110454
300024	110454
362935	110454
56778	110454
494265	113853
494310	113853
102547820	113853
286892	113853
494295	113853
286956	113853
406194	547349
24973	547349
414792	547349
414792	547349
499402	547349
414790	547349
368153	547349
294228	547349
414783	547349
24974	547349
24747	547349
108348140	547349
404810	100042690
404810	100042690
404809	100042690
366118	100042690
366123	100042690
103694849	100042690
85472	18975
100911104	17067
503162	17067
300024	17067
362935	17067
56778	17067
360462	18203
293437	258361
293392	258361
293402	258361
293399	258361
103690410	258361
293382	258361
293398	258361
293435	258361
293439	258361
293431	258361
293389	258361
405923	258361
499237	258361
499238	258361
293394	258361
405924	258361
293400	258361
405363	258361
404988	258361
404986	258361
404989	258361
405291	258361
293429	258361
294321	224674
286905	72054
56266	72054
266689	72054
500801	72054
100912471	72054
691320	72054
286904	72054
503122	72054
290623	72054
288831	258282
288811	258282
288854	258282
366804	258282
366810	258282
404948	258282
288878	258282
103693533	258282
288887	258282
288835	258282
288891	258282
302044	258282
103690036	258282
404904	258282
288851	258282
288810	258282
288620	12466
100361584	243634
494293	665150
494284	665150
100312751	665150
494272	665150
362339	208647
364858	269019
100911104	57248
503162	57248
300024	57248
362935	57248
56778	57248
361744	226040
305427	21906
304988	102639543
304987	102639543
102556096	102639543
362899	223473
293789	258121
405928	258121
405026	258121
405393	258121
687088	258121
686967	258121
405027	258121
687092	258121
293793	258121
405025	258121
293781	258121
287761	75573
361990	66511
500378	66511
295270	107701
500101	387515
680188	387515
286990	268741
494293	435951
494284	435951
100312751	435951
494272	435951
494342	57370
65032	15566
103694905	15566
293150	56018
367912	14657
301016	78709
24585	17897
310483	17349
691857	72135
56781	17901
246145	76400
29542	76400
679693	59024
306672	210106
56821	258944
296678	258944
312947	116940
305264	71773
266685	71773
501907	71773
286989	71773
286954	71773
102556504	102635990
316088	72330
680047	93880
291652	93880
291654	93880
293613	76974
501181	98363
298609	98363
360952	66309
117098	18597
29554	18597
498831	225289
293437	258492
293392	258492
293402	258492
293399	258492
103690410	258492
293382	258492
293398	258492
293435	258492
293439	258492
293431	258492
293389	258492
405923	258492
499237	258492
499238	258492
